Time,Displacement,Force
0.128,0.0031,0.0016
0.129,0.0031,0.0016
0.13,0.0032,0.0016
0.131,0.0032,0.0017
0.132,0.0033,0.0017
0.133,0.0034,0.0017
0.134,0.0034,0.0018
0.135,0.0035,0.0018
0.136,0.0035,0.0018
0.137,0.0036,0.0019
0.138,0.0037,0.0019
0.139,0.0037,0.0019
0.14,0.0038,0.002
0.141,0.0039,0.002
0.142,0.004,0.0021
0.143,0.0041,0.0021
0.144,0.0041,0.0022
0.145,0.0042,0.0022
0.146,0.0043,0.0022
0.147,0.0044,0.0023
0.148,0.0045,0.0023
0.149,0.0046,0.0024
0.15,0.0047,0.0024
0.151,0.0048,0.0025
0.152,0.0049,0.0025
0.153,0.005,0.0026
0.154,0.0051,0.0026
0.155,0.0052,0.0027
0.156,0.0053,0.0027
0.157,0.0054,0.0028
0.158,0.0055,0.0028
0.159,0.0056,0.0029
0.16,0.0057,0.0029
0.161,0.0058,0.003
0.162,0.006,0.003
0.163,0.0061,0.0031
0.164,0.0062,0.0032
0.165,0.0063,0.0032
0.166,0.0065,0.0033
0.167,0.0066,0.0034
0.168,0.0067,0.0034
0.169,0.0068,0.0035
0.17,0.007,0.0036
0.171,0.0071,0.0036
0.172,0.0072,0.0037
0.173,0.0074,0.0038
0.174,0.0075,0.0038
0.175,0.0076,0.0039
0.176,0.0078,0.004
0.177,0.0079,0.004
0.178,0.008,0.0041
0.179,0.0082,0.0042
0.18,0.0083,0.0042
0.181,0.0085,0.0043
0.182,0.0086,0.0044
0.183,0.0087,0.0045
0.184,0.0089,0.0045
0.185,0.009,0.0046
0.186,0.0091,0.0047
0.187,0.0093,0.0047
0.188,0.0094,0.0048
0.189,0.0095,0.0049
0.19,0.0097,0.005
0.191,0.0098,0.005
0.192,0.0099,0.0051
0.193,0.0101,0.0052
0.194,0.0102,0.0053
0.195,0.0103,0.0053
0.196,0.0105,0.0054
0.197,0.0106,0.0055
0.198,0.0107,0.0055
0.199,0.0108,0.0056
0.2,0.011,0.0057
0.201,0.0111,0.0057
0.202,0.0112,0.0058
0.203,0.0113,0.0059
0.204,0.0114,0.0059
0.205,0.0116,0.006
0.206,0.0117,0.006
0.207,0.0118,0.0061
0.208,0.0119,0.0062
0.209,0.012,0.0062
0.21,0.0121,0.0063
0.211,0.0122,0.0063
0.212,0.0124,0.0064
0.213,0.0125,0.0064
0.214,0.0126,0.0065
0.215,0.0127,0.0066
0.216,0.0128,0.0066
0.217,0.0129,0.0067
0.218,0.013,0.0067
0.219,0.0131,0.0068
0.22,0.0132,0.0068
0.221,0.0133,0.0069
0.222,0.0134,0.0069
0.223,0.0135,0.007
0.224,0.0136,0.007
0.225,0.0137,0.0071
0.226,0.0138,0.0071
0.227,0.0139,0.0072
0.228,0.014,0.0072
0.229,0.0141,0.0073
0.23,0.0142,0.0073
0.231,0.0143,0.0074
0.232,0.0144,0.0074
0.233,0.0144,0.0075
0.234,0.0145,0.0075
0.235,0.0146,0.0075
0.236,0.0147,0.0076
0.237,0.0148,0.0076
0.238,0.0149,0.0077
0.239,0.015,0.0077
0.24,0.015,0.0078
0.241,0.0151,0.0078
0.242,0.0152,0.0078
0.243,0.0153,0.0079
0.244,0.0154,0.0079
0.245,0.0154,0.0079
0.246,0.0155,0.008
0.247,0.0156,0.008
0.248,0.0157,0.008
0.249,0.0157,0.0081
0.25,0.0158,0.0081
0.251,0.0159,0.0081
0.252,0.0159,0.0082
0.253,0.016,0.0082
0.254,0.0161,0.0082
0.255,0.0162,0.0083
0.256,0.0162,0.0083
0.257,0.0163,0.0083
0.258,0.0164,0.0084
0.259,0.0164,0.0084
0.26,0.0165,0.0084
0.261,0.0166,0.0085
0.262,0.0167,0.0085
0.263,0.0167,0.0085
0.264,0.0168,0.0086
0.265,0.0169,0.0086
0.266,0.0169,0.0086
0.267,0.017,0.0087
0.268,0.0171,0.0087
0.269,0.0171,0.0087
0.27,0.0172,0.0088
0.271,0.0173,0.0088
0.272,0.0174,0.0089
0.273,0.0174,0.0089
0.274,0.0175,0.0089
0.275,0.0176,0.009
0.276,0.0177,0.009
0.277,0.0177,0.0091
0.278,0.0178,0.0091
0.279,0.0179,0.0091
0.28,0.018,0.0092
0.281,0.0181,0.0092
0.282,0.0181,0.0093
0.283,0.0182,0.0093
0.284,0.0183,0.0094
0.285,0.0184,0.0094
0.286,0.0185,0.0094
0.287,0.0186,0.0095
0.288,0.0187,0.0095
0.289,0.0187,0.0096
0.29,0.0188,0.0096
0.291,0.0189,0.0097
0.292,0.019,0.0097
0.293,0.0191,0.0098
0.294,0.0192,0.0098
0.295,0.0193,0.0099
0.296,0.0194,0.0099
0.297,0.0195,0.01
0.298,0.0195,0.01
0.299,0.0196,0.0101
0.3,0.0197,0.0101
0.301,0.0198,0.0102
0.302,0.0199,0.0102
0.303,0.02,0.0102
0.304,0.0201,0.0103
0.305,0.0202,0.0103
0.306,0.0203,0.0104
0.307,0.0204,0.0104
0.308,0.0205,0.0105
0.309,0.0206,0.0105
0.31,0.0207,0.0105
0.311,0.0208,0.0106
0.312,0.0208,0.0106
0.313,0.0209,0.0107
0.314,0.021,0.0107
0.315,0.0211,0.0108
0.316,0.0212,0.0108
0.317,0.0213,0.0108
0.318,0.0214,0.0109
0.319,0.0215,0.0109
0.32,0.0216,0.011
0.321,0.0217,0.011
0.322,0.0218,0.0111
0.323,0.0218,0.0111
0.324,0.0219,0.0112
0.325,0.022,0.0112
0.326,0.0221,0.0112
0.327,0.0222,0.0113
0.328,0.0223,0.0113
0.329,0.0224,0.0114
0.33,0.0225,0.0114
0.331,0.0226,0.0115
0.332,0.0226,0.0115
0.333,0.0227,0.0116
0.334,0.0228,0.0116
0.335,0.0229,0.0117
0.336,0.023,0.0117
0.337,0.0231,0.0118
0.338,0.0232,0.0118
0.339,0.0232,0.0119
0.34,0.0233,0.0119
0.341,0.0234,0.012
0.342,0.0235,0.012
0.343,0.0236,0.0121
0.344,0.0237,0.0121
0.345,0.0238,0.0122
0.346,0.0238,0.0122
0.347,0.0239,0.0122
0.348,0.024,0.0123
0.349,0.0241,0.0123
0.35,0.0242,0.0124
0.351,0.0243,0.0124
0.352,0.0244,0.0125
0.353,0.0244,0.0125
0.354,0.0245,0.0125
0.355,0.0246,0.0126
0.356,0.0247,0.0126
0.357,0.0248,0.0127
0.358,0.0249,0.0127
0.359,0.0249,0.0127
0.36,0.025,0.0128
0.361,0.0251,0.0128
0.362,0.0252,0.0129
0.363,0.0253,0.0129
0.364,0.0254,0.0129
0.365,0.0255,0.013
0.366,0.0255,0.013
0.367,0.0256,0.0131
0.368,0.0257,0.0131
0.369,0.0258,0.0131
0.37,0.0259,0.0132
0.371,0.026,0.0132
0.372,0.026,0.0133
0.373,0.0261,0.0133
0.374,0.0262,0.0133
0.375,0.0263,0.0134
0.376,0.0264,0.0134
0.377,0.0264,0.0134
0.378,0.0265,0.0135
0.379,0.0266,0.0135
0.38,0.0267,0.0136
0.381,0.0267,0.0136
0.382,0.0268,0.0136
0.383,0.0269,0.0137
0.384,0.027,0.0137
0.385,0.0271,0.0138
0.386,0.0271,0.0138
0.387,0.0272,0.0138
0.388,0.0273,0.0139
0.389,0.0274,0.0139
0.39,0.0274,0.0139
0.391,0.0275,0.014
0.392,0.0276,0.014
0.393,0.0276,0.0141
0.394,0.0277,0.0141
0.395,0.0278,0.0141
0.396,0.0279,0.0142
0.397,0.0279,0.0142
0.398,0.028,0.0142
0.399,0.0281,0.0143
0.4,0.0282,0.0143
0.401,0.0282,0.0144
0.402,0.0283,0.0144
0.403,0.0284,0.0144
0.404,0.0285,0.0145
0.405,0.0285,0.0145
0.406,0.0286,0.0145
0.407,0.0287,0.0146
0.408,0.0288,0.0146
0.409,0.0289,0.0146
0.41,0.0289,0.0147
0.411,0.029,0.0147
0.412,0.0291,0.0148
0.413,0.0292,0.0148
0.414,0.0293,0.0149
0.415,0.0293,0.0149
0.416,0.0294,0.0149
0.417,0.0295,0.015
0.418,0.0296,0.015
0.419,0.0297,0.0151
0.42,0.0298,0.0151
0.421,0.0299,0.0152
0.422,0.0299,0.0152
0.423,0.03,0.0152
0.424,0.0301,0.0153
0.425,0.0302,0.0153
0.426,0.0303,0.0154
0.427,0.0304,0.0154
0.428,0.0305,0.0155
0.429,0.0306,0.0155
0.43,0.0307,0.0155
0.431,0.0308,0.0156
0.432,0.0309,0.0156
0.433,0.031,0.0157
0.434,0.0311,0.0157
0.435,0.0311,0.0158
0.436,0.0312,0.0158
0.437,0.0313,0.0159
0.438,0.0314,0.0159
0.439,0.0315,0.0159
0.44,0.0316,0.016
0.441,0.0317,0.016
0.442,0.0318,0.0161
0.443,0.0319,0.0161
0.444,0.032,0.0162
0.445,0.0321,0.0162
0.446,0.0322,0.0162
0.447,0.0323,0.0163
0.448,0.0324,0.0163
0.449,0.0325,0.0164
0.45,0.0326,0.0164
0.451,0.0326,0.0165
0.452,0.0327,0.0165
0.453,0.0328,0.0166
0.454,0.0329,0.0166
0.455,0.033,0.0167
0.456,0.0331,0.0167
0.457,0.0332,0.0168
0.458,0.0333,0.0168
0.459,0.0334,0.0169
0.46,0.0334,0.0169
0.461,0.0335,0.017
0.462,0.0336,0.017
0.463,0.0337,0.0171
0.464,0.0338,0.0171
0.465,0.0339,0.0172
0.466,0.034,0.0172
0.467,0.0341,0.0173
0.468,0.0341,0.0173
0.469,0.0342,0.0174
0.47,0.0343,0.0174
0.471,0.0344,0.0175
0.472,0.0345,0.0175
0.473,0.0346,0.0175
0.474,0.0346,0.0176
0.475,0.0347,0.0176
0.476,0.0348,0.0177
0.477,0.0349,0.0177
0.478,0.035,0.0178
0.479,0.0351,0.0178
0.48,0.0351,0.0179
0.481,0.0352,0.0179
0.482,0.0353,0.018
0.483,0.0354,0.018
0.484,0.0355,0.018
0.485,0.0356,0.0181
0.486,0.0356,0.0181
0.487,0.0357,0.0182
0.488,0.0358,0.0182
0.489,0.0359,0.0183
0.49,0.036,0.0183
0.491,0.0361,0.0184
0.492,0.0362,0.0184
0.493,0.0362,0.0185
0.494,0.0363,0.0185
0.495,0.0364,0.0185
0.496,0.0365,0.0186
0.497,0.0366,0.0186
0.498,0.0367,0.0187
0.499,0.0367,0.0187
0.5,0.0368,0.0188
0.501,0.0369,0.0188
0.502,0.037,0.0188
0.503,0.0371,0.0189
0.504,0.0372,0.0189
0.505,0.0372,0.019
0.506,0.0373,0.019
0.507,0.0374,0.019
0.508,0.0375,0.0191
0.509,0.0376,0.0191
0.51,0.0377,0.0192
0.511,0.0377,0.0192
0.512,0.0378,0.0192
0.513,0.0379,0.0193
0.514,0.038,0.0193
0.515,0.0381,0.0194
0.516,0.0381,0.0194
0.517,0.0382,0.0194
0.518,0.0383,0.0195
0.519,0.0384,0.0195
0.52,0.0384,0.0195
0.521,0.0385,0.0196
0.522,0.0386,0.0196
0.523,0.0387,0.0196
0.524,0.0387,0.0197
0.525,0.0388,0.0197
0.526,0.0389,0.0198
0.527,0.039,0.0198
0.528,0.039,0.0198
0.529,0.0391,0.0198
0.53,0.0392,0.0199
0.531,0.0393,0.0199
0.532,0.0393,0.0199
0.533,0.0394,0.02
0.534,0.0395,0.02
0.535,0.0396,0.02
0.536,0.0396,0.02
0.537,0.0397,0.0201
0.538,0.0398,0.0201
0.539,0.0399,0.0201
0.54,0.0399,0.0202
0.541,0.04,0.0202
0.542,0.0401,0.0202
0.543,0.0402,0.0203
0.544,0.0402,0.0203
0.545,0.0403,0.0203
0.546,0.0404,0.0204
0.547,0.0405,0.0204
0.548,0.0406,0.0205
0.549,0.0406,0.0205
0.55,0.0407,0.0205
0.551,0.0408,0.0206
0.552,0.0409,0.0206
0.553,0.041,0.0207
0.554,0.0411,0.0207
0.555,0.0411,0.0208
0.556,0.0412,0.0208
0.557,0.0413,0.0209
0.558,0.0414,0.0209
0.559,0.0415,0.0209
0.56,0.0416,0.021
0.561,0.0417,0.021
0.562,0.0418,0.0211
0.563,0.0418,0.0211
0.564,0.0419,0.0212
0.565,0.042,0.0212
0.566,0.0421,0.0213
0.567,0.0422,0.0213
0.568,0.0423,0.0214
0.569,0.0424,0.0214
0.57,0.0425,0.0215
0.571,0.0426,0.0215
0.572,0.0427,0.0216
0.573,0.0428,0.0216
0.574,0.0429,0.0217
0.575,0.043,0.0217
0.576,0.0431,0.0218
0.577,0.0431,0.0218
0.578,0.0432,0.0219
0.579,0.0433,0.0219
0.58,0.0434,0.022
0.581,0.0435,0.022
0.582,0.0436,0.0221
0.583,0.0437,0.0221
0.584,0.0438,0.0222
0.585,0.0439,0.0222
0.586,0.044,0.0223
0.587,0.0441,0.0223
0.588,0.0442,0.0224
0.589,0.0443,0.0224
0.59,0.0444,0.0225
0.591,0.0444,0.0225
0.592,0.0445,0.0225
0.593,0.0446,0.0226
0.594,0.0447,0.0226
0.595,0.0448,0.0227
0.596,0.0449,0.0227
0.597,0.045,0.0228
0.598,0.0451,0.0228
0.599,0.0451,0.0228
0.6,0.0452,0.0229
0.601,0.0453,0.0229
0.602,0.0454,0.023
0.603,0.0455,0.023
0.604,0.0456,0.023
0.605,0.0457,0.0231
0.606,0.0457,0.0231
0.607,0.0458,0.0231
0.608,0.0459,0.0232
0.609,0.046,0.0232
0.61,0.0461,0.0233
0.611,0.0462,0.0233
0.612,0.0462,0.0233
0.613,0.0463,0.0234
0.614,0.0464,0.0234
0.615,0.0465,0.0235
0.616,0.0466,0.0235
0.617,0.0466,0.0235
0.618,0.0467,0.0236
0.619,0.0468,0.0236
0.62,0.0469,0.0237
0.621,0.047,0.0237
0.622,0.047,0.0237
0.623,0.0471,0.0238
0.624,0.0472,0.0238
0.625,0.0473,0.0238
0.626,0.0474,0.0239
0.627,0.0475,0.0239
0.628,0.0475,0.0239
0.629,0.0476,0.024
0.63,0.0477,0.024
0.631,0.0478,0.0241
0.632,0.0479,0.0241
0.633,0.0479,0.0242
0.634,0.048,0.0242
0.635,0.0481,0.0242
0.636,0.0482,0.0243
0.637,0.0483,0.0243
0.638,0.0483,0.0244
0.639,0.0484,0.0244
0.64,0.0485,0.0245
0.641,0.0486,0.0245
0.642,0.0487,0.0246
0.643,0.0488,0.0246
0.644,0.0488,0.0247
0.645,0.0489,0.0247
0.646,0.049,0.0248
0.647,0.0491,0.0248
0.648,0.0491,0.0249
0.649,0.0492,0.0249
0.65,0.0493,0.0249
0.651,0.0494,0.025
0.652,0.0495,0.025
0.653,0.0495,0.0251
0.654,0.0496,0.0251
0.655,0.0497,0.0251
0.656,0.0498,0.0252
0.657,0.0499,0.0252
0.658,0.0499,0.0253
0.659,0.05,0.0253
0.66,0.0501,0.0253
0.661,0.0502,0.0254
0.662,0.0502,0.0254
0.663,0.0503,0.0255
0.664,0.0504,0.0255
0.665,0.0505,0.0255
0.666,0.0505,0.0256
0.667,0.0506,0.0256
0.668,0.0507,0.0257
0.669,0.0508,0.0257
0.67,0.0508,0.0258
0.671,0.0509,0.0258
0.672,0.051,0.0258
0.673,0.0511,0.0259
0.674,0.0511,0.0259
0.675,0.0512,0.026
0.676,0.0513,0.026
0.677,0.0514,0.026
0.678,0.0515,0.0261
0.679,0.0515,0.0261
0.68,0.0516,0.0262
0.681,0.0517,0.0262
0.682,0.0518,0.0262
0.683,0.0519,0.0263
0.684,0.0519,0.0263
0.685,0.052,0.0264
0.686,0.0521,0.0264
0.687,0.0522,0.0264
0.688,0.0523,0.0265
0.689,0.0524,0.0265
0.69,0.0524,0.0266
0.691,0.0525,0.0266
0.692,0.0526,0.0266
0.693,0.0527,0.0267
0.694,0.0528,0.0267
0.695,0.0529,0.0268
0.696,0.053,0.0268
0.697,0.0531,0.0268
0.698,0.0531,0.0269
0.699,0.0532,0.0269
0.7,0.0533,0.027
0.701,0.0534,0.027
0.702,0.0535,0.0271
0.703,0.0536,0.0271
0.704,0.0537,0.0271
0.705,0.0538,0.0272
0.706,0.0539,0.0272
0.707,0.054,0.0273
0.708,0.0541,0.0273
0.709,0.0541,0.0274
0.71,0.0542,0.0274
0.711,0.0543,0.0274
0.712,0.0544,0.0275
0.713,0.0545,0.0275
0.714,0.0546,0.0276
0.715,0.0547,0.0276
0.716,0.0548,0.0276
0.717,0.0549,0.0277
0.718,0.055,0.0277
0.719,0.0551,0.0278
0.72,0.0551,0.0278
0.721,0.0552,0.0279
0.722,0.0553,0.0279
0.723,0.0554,0.0279
0.724,0.0555,0.028
0.725,0.0556,0.028
0.726,0.0557,0.0281
0.727,0.0557,0.0281
0.728,0.0558,0.0281
0.729,0.0559,0.0282
0.73,0.056,0.0282
0.731,0.0561,0.0282
0.732,0.0562,0.0283
0.733,0.0563,0.0283
0.734,0.0563,0.0284
0.735,0.0564,0.0284
0.736,0.0565,0.0284
0.737,0.0566,0.0285
0.738,0.0567,0.0285
0.739,0.0567,0.0285
0.74,0.0568,0.0286
0.741,0.0569,0.0286
0.742,0.057,0.0286
0.743,0.0571,0.0287
0.744,0.0571,0.0287
0.745,0.0572,0.0287
0.746,0.0573,0.0288
0.747,0.0574,0.0288
0.748,0.0575,0.0289
0.749,0.0575,0.0289
0.75,0.0576,0.0289
0.751,0.0577,0.029
0.752,0.0578,0.029
0.753,0.0579,0.0291
0.754,0.0579,0.0291
0.755,0.058,0.0292
0.756,0.0581,0.0292
0.757,0.0582,0.0293
0.758,0.0583,0.0293
0.759,0.0584,0.0293
0.76,0.0584,0.0294
0.761,0.0585,0.0294
0.762,0.0586,0.0295
0.763,0.0587,0.0295
0.764,0.0588,0.0296
0.765,0.0588,0.0296
0.766,0.0589,0.0296
0.767,0.059,0.0297
0.768,0.0591,0.0297
0.769,0.0592,0.0298
0.77,0.0593,0.0298
0.771,0.0593,0.0299
0.772,0.0594,0.0299
0.773,0.0595,0.03
0.774,0.0596,0.03
0.775,0.0597,0.03
0.776,0.0598,0.0301
0.777,0.0598,0.0301
0.778,0.0599,0.0302
0.779,0.06,0.0302
0.78,0.0601,0.0303
0.781,0.0602,0.0303
0.782,0.0603,0.0303
0.783,0.0603,0.0304
0.784,0.0604,0.0304
0.785,0.0605,0.0304
0.786,0.0606,0.0305
0.787,0.0607,0.0305
0.788,0.0608,0.0306
0.789,0.0608,0.0306
0.79,0.0609,0.0306
0.791,0.061,0.0307
0.792,0.0611,0.0307
0.793,0.0611,0.0308
0.794,0.0612,0.0308
0.795,0.0613,0.0308
0.796,0.0614,0.0309
0.797,0.0615,0.0309
0.798,0.0615,0.031
0.799,0.0616,0.031
0.8,0.0617,0.0311
0.801,0.0618,0.0311
0.802,0.0618,0.0311
0.803,0.0619,0.0312
0.804,0.062,0.0312
0.805,0.0621,0.0313
0.806,0.0621,0.0313
0.807,0.0622,0.0313
0.808,0.0623,0.0314
0.809,0.0623,0.0314
0.81,0.0624,0.0315
0.811,0.0625,0.0315
0.812,0.0626,0.0315
0.813,0.0626,0.0316
0.814,0.0627,0.0316
0.815,0.0628,0.0316
0.816,0.0629,0.0317
0.817,0.0629,0.0317
0.818,0.063,0.0317
0.819,0.0631,0.0318
0.82,0.0632,0.0318
0.821,0.0632,0.0319
0.822,0.0633,0.0319
0.823,0.0634,0.0319
0.824,0.0635,0.032
0.825,0.0635,0.032
0.826,0.0636,0.032
0.827,0.0637,0.0321
0.828,0.0638,0.0321
0.829,0.0639,0.0322
0.83,0.0639,0.0322
0.831,0.064,0.0322
0.832,0.0641,0.0323
0.833,0.0642,0.0323
0.834,0.0643,0.0324
0.835,0.0644,0.0324
0.836,0.0644,0.0324
0.837,0.0645,0.0325
0.838,0.0646,0.0325
0.839,0.0647,0.0326
0.84,0.0648,0.0326
0.841,0.0649,0.0326
0.842,0.065,0.0327
0.843,0.0651,0.0327
0.844,0.0652,0.0328
0.845,0.0652,0.0328
0.846,0.0653,0.0329
0.847,0.0654,0.0329
0.848,0.0655,0.033
0.849,0.0656,0.033
0.85,0.0657,0.033
0.851,0.0658,0.0331
0.852,0.0659,0.0331
0.853,0.066,0.0332
0.854,0.0661,0.0332
0.855,0.0662,0.0333
0.856,0.0663,0.0333
0.857,0.0663,0.0333
0.858,0.0664,0.0334
0.859,0.0665,0.0334
0.86,0.0666,0.0335
0.861,0.0667,0.0335
0.862,0.0668,0.0335
0.863,0.0669,0.0336
0.864,0.067,0.0336
0.865,0.0671,0.0337
0.866,0.0672,0.0337
0.867,0.0673,0.0338
0.868,0.0674,0.0338
0.869,0.0675,0.0339
0.87,0.0675,0.0339
0.871,0.0676,0.0339
0.872,0.0677,0.034
0.873,0.0678,0.034
0.874,0.0679,0.0341
0.875,0.068,0.0341
0.876,0.0681,0.0342
0.877,0.0682,0.0342
0.878,0.0683,0.0343
0.879,0.0683,0.0343
0.88,0.0684,0.0343
0.881,0.0685,0.0344
0.882,0.0686,0.0344
0.883,0.0687,0.0345
0.884,0.0688,0.0345
0.885,0.0689,0.0345
0.886,0.0689,0.0346
0.887,0.069,0.0346
0.888,0.0691,0.0347
0.889,0.0692,0.0347
0.89,0.0693,0.0347
0.891,0.0694,0.0348
0.892,0.0695,0.0348
0.893,0.0695,0.0349
0.894,0.0696,0.0349
0.895,0.0697,0.035
0.896,0.0698,0.035
0.897,0.0699,0.035
0.898,0.07,0.0351
0.899,0.0701,0.0351
0.9,0.0701,0.0352
0.901,0.0702,0.0352
0.902,0.0703,0.0353
0.903,0.0704,0.0353
0.904,0.0705,0.0354
0.905,0.0706,0.0354
0.906,0.0706,0.0354
0.907,0.0707,0.0355
0.908,0.0708,0.0355
0.909,0.0709,0.0356
0.91,0.071,0.0356
0.911,0.0711,0.0356
0.912,0.0711,0.0357
0.913,0.0712,0.0357
0.914,0.0713,0.0358
0.915,0.0714,0.0358
0.916,0.0715,0.0358
0.917,0.0716,0.0359
0.918,0.0716,0.0359
0.919,0.0717,0.0359
0.92,0.0718,0.036
0.921,0.0719,0.036
0.922,0.072,0.036
0.923,0.0721,0.0361
0.924,0.0721,0.0361
0.925,0.0722,0.0361
0.926,0.0723,0.0362
0.927,0.0724,0.0362
0.928,0.0724,0.0362
0.929,0.0725,0.0363
0.93,0.0726,0.0363
0.931,0.0727,0.0363
0.932,0.0727,0.0364
0.933,0.0728,0.0364
0.934,0.0729,0.0365
0.935,0.073,0.0365
0.936,0.073,0.0365
0.937,0.0731,0.0366
0.938,0.0732,0.0366
0.939,0.0733,0.0367
0.94,0.0733,0.0367
0.941,0.0734,0.0367
0.942,0.0735,0.0368
0.943,0.0735,0.0368
0.944,0.0736,0.0368
0.945,0.0737,0.0369
0.946,0.0738,0.0369
0.947,0.0738,0.0369
0.948,0.0739,0.037
0.949,0.074,0.037
0.95,0.074,0.037
0.951,0.0741,0.0371
0.952,0.0742,0.0371
0.953,0.0743,0.0371
0.954,0.0743,0.0372
0.955,0.0744,0.0372
0.956,0.0745,0.0372
0.957,0.0746,0.0373
0.958,0.0746,0.0373
0.959,0.0747,0.0374
0.96,0.0748,0.0374
0.961,0.0749,0.0374
0.962,0.0749,0.0375
0.963,0.075,0.0375
0.964,0.0751,0.0376
0.965,0.0752,0.0376
0.966,0.0753,0.0376
0.967,0.0754,0.0377
0.968,0.0754,0.0377
0.969,0.0755,0.0378
0.97,0.0756,0.0378
0.971,0.0757,0.0378
0.972,0.0758,0.0379
0.973,0.0759,0.0379
0.974,0.0759,0.038
0.975,0.076,0.038
0.976,0.0761,0.0381
0.977,0.0762,0.0381
0.978,0.0763,0.0382
0.979,0.0764,0.0382
0.98,0.0765,0.0382
0.981,0.0766,0.0383
0.982,0.0767,0.0383
0.983,0.0767,0.0384
0.984,0.0768,0.0384
0.985,0.0769,0.0385
0.986,0.077,0.0385
0.987,0.0771,0.0386
0.988,0.0772,0.0386
0.989,0.0773,0.0386
0.99,0.0774,0.0387
0.991,0.0775,0.0387
0.992,0.0776,0.0388
0.993,0.0777,0.0388
0.994,0.0778,0.0389
0.995,0.0778,0.0389
0.996,0.0779,0.039
0.997,0.078,0.039
0.998,0.0781,0.039
0.999,0.0782,0.0391
1,0.0783,0.0391
1.001,0.0784,0.0392
1.002,0.0785,0.0392
1.003,0.0786,0.0393
1.004,0.0787,0.0393
1.005,0.0788,0.0394
1.006,0.0788,0.0394
1.007,0.0789,0.0395
1.008,0.079,0.0395
1.009,0.0791,0.0395
1.01,0.0792,0.0396
1.011,0.0793,0.0396
1.012,0.0794,0.0397
1.013,0.0794,0.0397
1.014,0.0795,0.0398
1.015,0.0796,0.0398
1.016,0.0797,0.0399
1.017,0.0798,0.0399
1.018,0.0799,0.0399
