5.250472e+002,6.917628e-002
5.255294e+002,6.905270e-002
5.260115e+002,6.871912e-002
5.264937e+002,6.826945e-002
5.269758e+002,6.778500e-002
5.274579e+002,6.730776e-002
5.279401e+002,6.684030e-002
5.284222e+002,6.636474e-002
5.289044e+002,6.586684e-002
5.293865e+002,6.535220e-002
5.298686e+002,6.484737e-002
5.303508e+002,6.438952e-002
5.308329e+002,6.400838e-002
5.313150e+002,6.371503e-002
5.317972e+002,6.350017e-002
5.322793e+002,6.334526e-002
5.327614e+002,6.323555e-002
5.332436e+002,6.317198e-002
5.337257e+002,6.317067e-002
5.342078e+002,6.325258e-002
5.346900e+002,6.342957e-002
5.351721e+002,6.369434e-002
5.356542e+002,6.401956e-002
5.361364e+002,6.436896e-002
5.366185e+002,6.471310e-002
5.371006e+002,6.504473e-002
5.375828e+002,6.538270e-002
5.380649e+002,6.576427e-002
5.385471e+002,6.622536e-002
5.390292e+002,6.678040e-002
5.395114e+002,6.740909e-002
5.399935e+002,6.805632e-002
5.404756e+002,6.864510e-002
5.409578e+002,6.910005e-002
5.414399e+002,6.937305e-002
5.419221e+002,6.946138e-002
5.424042e+002,6.940928e-002
5.428863e+002,6.929683e-002
5.433685e+002,6.922112e-002
5.438506e+002,6.927837e-002
5.443327e+002,6.954487e-002
5.448149e+002,7.006188e-002
5.452970e+002,7.082173e-002
5.457791e+002,7.176577e-002
5.462613e+002,7.279609e-002
5.467434e+002,7.379984e-002
5.472255e+002,7.467702e-002
5.477077e+002,7.536605e-002
5.481898e+002,7.585871e-002
5.486719e+002,7.620324e-002
5.491541e+002,7.648943e-002
5.496362e+002,7.681888e-002
5.501183e+002,7.726993e-002
5.506005e+002,7.787181e-002
5.510826e+002,7.859702e-002
5.515648e+002,7.937499e-002
5.520469e+002,8.011710e-002
5.525291e+002,8.074670e-002
5.530112e+002,8.121666e-002
5.534933e+002,8.151381e-002
5.539755e+002,8.164519e-002
5.544576e+002,8.162124e-002
5.549398e+002,8.144234e-002
5.554219e+002,8.110142e-002
5.559040e+002,8.059636e-002
5.563862e+002,7.994734e-002
5.568683e+002,7.920370e-002
5.573504e+002,7.843453e-002
5.578326e+002,7.770801e-002
5.583147e+002,7.706986e-002
5.587968e+002,7.653081e-002
5.592790e+002,7.607049e-002
