Time,Displacement,Force
7.658,0.6335,0.1394
7.659,0.6336,0.1394
7.66,0.6337,0.1394
7.661,0.6338,0.1395
7.662,0.6339,0.1395
7.663,0.6339,0.1395
7.664,0.634,0.1395
7.665,0.6341,0.1395
7.666,0.6342,0.1396
7.667,0.6343,0.1396
7.668,0.6343,0.1396
7.669,0.6344,0.1396
7.67,0.6345,0.1396
7.671,0.6346,0.1396
7.672,0.6347,0.1397
7.673,0.6348,0.1397
7.674,0.6348,0.1397
7.675,0.6349,0.1397
7.676,0.635,0.1397
7.677,0.6351,0.1397
7.678,0.6352,0.1398
7.679,0.6353,0.1398
7.68,0.6354,0.1398
7.681,0.6354,0.1398
7.682,0.6355,0.1398
7.683,0.6356,0.1398
7.684,0.6357,0.1398
7.685,0.6358,0.1399
7.686,0.6359,0.1399
7.687,0.636,0.1399
7.688,0.636,0.1399
7.689,0.6361,0.1399
7.69,0.6362,0.1399
7.691,0.6363,0.14
7.692,0.6364,0.14
7.693,0.6365,0.14
7.694,0.6366,0.14
7.695,0.6366,0.14
7.696,0.6367,0.1401
7.697,0.6368,0.1401
7.698,0.6369,0.1401
7.699,0.637,0.1401
7.7,0.6371,0.1401
7.701,0.6371,0.1401
7.702,0.6372,0.1402
7.703,0.6373,0.1402
7.704,0.6374,0.1402
7.705,0.6375,0.1402
7.706,0.6375,0.1402
7.707,0.6376,0.1403
7.708,0.6377,0.1403
7.709,0.6378,0.1403
7.71,0.6379,0.1403
7.711,0.6379,0.1403
7.712,0.638,0.1403
7.713,0.6381,0.1404
7.714,0.6382,0.1404
7.715,0.6383,0.1404
7.716,0.6383,0.1404
7.717,0.6384,0.1404
7.718,0.6385,0.1405
7.719,0.6386,0.1405
7.72,0.6387,0.1405
7.721,0.6387,0.1405
7.722,0.6388,0.1406
7.723,0.6389,0.1406
7.724,0.639,0.1406
7.725,0.6391,0.1406
7.726,0.6391,0.1407
7.727,0.6392,0.1407
7.728,0.6393,0.1407
7.729,0.6394,0.1407
7.73,0.6395,0.1407
7.731,0.6395,0.1408
7.732,0.6396,0.1408
7.733,0.6397,0.1408
7.734,0.6398,0.1408
7.735,0.6399,0.1409
7.736,0.64,0.1409
7.737,0.6401,0.1409
7.738,0.6401,0.1409
7.739,0.6402,0.141
7.74,0.6403,0.141
7.741,0.6404,0.141
7.742,0.6405,0.141
7.743,0.6406,0.141
7.744,0.6407,0.1411
7.745,0.6408,0.1411
7.746,0.6408,0.1411
7.747,0.6409,0.1411
7.748,0.641,0.1412
7.749,0.6411,0.1412
7.75,0.6412,0.1412
7.751,0.6413,0.1412
7.752,0.6414,0.1413
7.753,0.6415,0.1413
7.754,0.6416,0.1413
7.755,0.6417,0.1414
7.756,0.6418,0.1414
7.757,0.6418,0.1414
7.758,0.6419,0.1414
7.759,0.642,0.1414
7.76,0.6421,0.1415
7.761,0.6422,0.1415
7.762,0.6423,0.1415
7.763,0.6424,0.1415
7.764,0.6425,0.1415
7.765,0.6426,0.1415
7.766,0.6426,0.1416
7.767,0.6427,0.1416
7.768,0.6428,0.1416
7.769,0.6429,0.1416
7.77,0.643,0.1416
7.771,0.6431,0.1416
7.772,0.6432,0.1416
7.773,0.6432,0.1417
7.774,0.6433,0.1417
7.775,0.6434,0.1417
7.776,0.6435,0.1417
7.777,0.6436,0.1417
7.778,0.6436,0.1417
7.779,0.6437,0.1417
7.78,0.6438,0.1417
7.781,0.6439,0.1417
7.782,0.644,0.1418
7.783,0.644,0.1418
7.784,0.6441,0.1418
7.785,0.6442,0.1418
7.786,0.6443,0.1418
7.787,0.6444,0.1418
7.788,0.6444,0.1418
7.789,0.6445,0.1418
7.79,0.6446,0.1418
7.791,0.6447,0.1418
7.792,0.6448,0.1419
7.793,0.6448,0.1419
7.794,0.6449,0.1419
7.795,0.645,0.1419
7.796,0.6451,0.1419
7.797,0.6451,0.1419
7.798,0.6452,0.1419
7.799,0.6453,0.142
7.8,0.6454,0.142
7.801,0.6455,0.142
7.802,0.6455,0.142
7.803,0.6456,0.142
7.804,0.6457,0.1421
7.805,0.6458,0.1421
7.806,0.6459,0.1421
7.807,0.646,0.1421
7.808,0.646,0.1421
7.809,0.6461,0.1421
7.81,0.6462,0.1422
7.811,0.6463,0.1422
7.812,0.6464,0.1422
7.813,0.6464,0.1422
7.814,0.6465,0.1422
7.815,0.6466,0.1423
7.816,0.6467,0.1423
7.817,0.6468,0.1423
7.818,0.6469,0.1423
7.819,0.647,0.1424
7.82,0.647,0.1424
7.821,0.6471,0.1424
7.822,0.6472,0.1424
7.823,0.6473,0.1424
7.824,0.6474,0.1425
7.825,0.6475,0.1425
7.826,0.6476,0.1425
7.827,0.6476,0.1425
7.828,0.6477,0.1426
7.829,0.6478,0.1426
7.83,0.6479,0.1426
7.831,0.648,0.1426
7.832,0.6481,0.1426
7.833,0.6481,0.1427
7.834,0.6482,0.1427
7.835,0.6483,0.1427
7.836,0.6484,0.1427
7.837,0.6485,0.1427
7.838,0.6486,0.1428
7.839,0.6486,0.1428
7.84,0.6487,0.1428
7.841,0.6488,0.1428
7.842,0.6489,0.1428
7.843,0.649,0.1429
7.844,0.649,0.1429
7.845,0.6491,0.1429
7.846,0.6492,0.1429
7.847,0.6493,0.1429
7.848,0.6493,0.1429
7.849,0.6494,0.143
7.85,0.6495,0.143
7.851,0.6496,0.143
7.852,0.6496,0.143
7.853,0.6497,0.143
7.854,0.6498,0.143
7.855,0.6499,0.1431
7.856,0.65,0.1431
7.857,0.65,0.1431
7.858,0.6501,0.1431
7.859,0.6502,0.1431
7.86,0.6503,0.1431
7.861,0.6503,0.1431
7.862,0.6504,0.1431
7.863,0.6505,0.1432
7.864,0.6506,0.1432
7.865,0.6506,0.1432
7.866,0.6507,0.1432
7.867,0.6508,0.1432
7.868,0.6509,0.1432
7.869,0.651,0.1433
7.87,0.651,0.1433
7.871,0.6511,0.1433
7.872,0.6512,0.1433
7.873,0.6513,0.1433
7.874,0.6514,0.1433
7.875,0.6515,0.1434
7.876,0.6515,0.1434
7.877,0.6516,0.1434
7.878,0.6517,0.1434
7.879,0.6518,0.1434
7.88,0.6519,0.1435
7.881,0.652,0.1435
7.882,0.6521,0.1435
7.883,0.6521,0.1435
7.884,0.6522,0.1435
7.885,0.6523,0.1435
7.886,0.6524,0.1436
7.887,0.6525,0.1436
7.888,0.6526,0.1436
7.889,0.6527,0.1436
7.89,0.6528,0.1436
7.891,0.6529,0.1437
7.892,0.653,0.1437
7.893,0.653,0.1437
7.894,0.6531,0.1437
7.895,0.6532,0.1437
7.896,0.6533,0.1438
7.897,0.6534,0.1438
7.898,0.6535,0.1438
7.899,0.6536,0.1438
7.9,0.6537,0.1439
7.901,0.6538,0.1439
7.902,0.6539,0.1439
7.903,0.654,0.144
7.904,0.654,0.144
7.905,0.6541,0.144
7.906,0.6542,0.144
7.907,0.6543,0.1441
7.908,0.6544,0.1441
7.909,0.6545,0.1441
7.91,0.6546,0.1441
7.911,0.6547,0.1442
7.912,0.6548,0.1442
7.913,0.6548,0.1442
7.914,0.6549,0.1442
7.915,0.655,0.1443
7.916,0.6551,0.1443
7.917,0.6552,0.1443
7.918,0.6553,0.1443
7.919,0.6554,0.1444
7.92,0.6554,0.1444
7.921,0.6555,0.1444
7.922,0.6556,0.1444
7.923,0.6557,0.1444
7.924,0.6558,0.1445
7.925,0.6559,0.1445
7.926,0.6559,0.1445
7.927,0.656,0.1445
7.928,0.6561,0.1445
7.929,0.6562,0.1445
7.93,0.6563,0.1445
7.931,0.6563,0.1445
7.932,0.6564,0.1446
7.933,0.6565,0.1446
7.934,0.6566,0.1446
7.935,0.6567,0.1446
7.936,0.6568,0.1446
7.937,0.6568,0.1446
7.938,0.6569,0.1446
7.939,0.657,0.1447
7.94,0.6571,0.1447
7.941,0.6572,0.1447
7.942,0.6572,0.1447
7.943,0.6573,0.1447
7.944,0.6574,0.1447
7.945,0.6575,0.1448
7.946,0.6576,0.1448
7.947,0.6576,0.1448
7.948,0.6577,0.1448
7.949,0.6578,0.1448
7.95,0.6579,0.1448
7.951,0.658,0.1449
7.952,0.6581,0.1449
7.953,0.6581,0.1449
7.954,0.6582,0.1449
7.955,0.6583,0.1449
7.956,0.6584,0.1449
7.957,0.6585,0.1449
7.958,0.6585,0.145
7.959,0.6586,0.145
7.96,0.6587,0.145
7.961,0.6588,0.145
7.962,0.6589,0.145
7.963,0.6589,0.145
7.964,0.659,0.145
7.965,0.6591,0.1451
7.966,0.6592,0.1451
7.967,0.6593,0.1451
7.968,0.6593,0.1451
7.969,0.6594,0.1451
7.97,0.6595,0.1451
7.971,0.6596,0.1451
7.972,0.6597,0.1451
7.973,0.6597,0.1451
7.974,0.6598,0.1451
7.975,0.6599,0.1452
7.976,0.66,0.1452
7.977,0.66,0.1452
7.978,0.6601,0.1452
7.979,0.6602,0.1452
7.98,0.6603,0.1452
7.981,0.6603,0.1452
7.982,0.6604,0.1452
7.983,0.6605,0.1453
7.984,0.6606,0.1453
7.985,0.6606,0.1453
7.986,0.6607,0.1453
7.987,0.6608,0.1453
7.988,0.6609,0.1453
7.989,0.6609,0.1454
7.99,0.661,0.1454
7.991,0.6611,0.1454
7.992,0.6612,0.1454
7.993,0.6612,0.1454
7.994,0.6613,0.1455
7.995,0.6614,0.1455
7.996,0.6615,0.1455
7.997,0.6616,0.1455
7.998,0.6616,0.1455
7.999,0.6617,0.1456
8,0.6618,0.1456
8.001,0.6619,0.1456
8.002,0.6619,0.1456
8.003,0.662,0.1457
8.004,0.6621,0.1457
8.005,0.6622,0.1457
8.006,0.6623,0.1457
8.007,0.6624,0.1458
8.008,0.6624,0.1458
8.009,0.6625,0.1458
8.01,0.6626,0.1458
8.011,0.6627,0.1458
8.012,0.6628,0.1459
8.013,0.6629,0.1459
8.014,0.663,0.1459
8.015,0.663,0.1459
8.016,0.6631,0.146
8.017,0.6632,0.146
8.018,0.6633,0.146
8.019,0.6634,0.146
8.02,0.6635,0.1461
8.021,0.6636,0.1461
8.022,0.6637,0.1461
8.023,0.6638,0.1462
8.024,0.6639,0.1462
8.025,0.664,0.1462
8.026,0.6641,0.1462
8.027,0.6642,0.1463
8.028,0.6643,0.1463
8.029,0.6643,0.1463
8.03,0.6644,0.1463
8.031,0.6645,0.1464
8.032,0.6646,0.1464
8.033,0.6647,0.1464
8.034,0.6648,0.1464
8.035,0.6649,0.1465
8.036,0.665,0.1465
8.037,0.6651,0.1465
8.038,0.6652,0.1465
8.039,0.6653,0.1465
8.04,0.6654,0.1466
8.041,0.6655,0.1466
8.042,0.6656,0.1466
8.043,0.6657,0.1466
8.044,0.6658,0.1466
8.045,0.6659,0.1467
8.046,0.6659,0.1467
8.047,0.666,0.1467
8.048,0.6661,0.1467
8.049,0.6662,0.1467
8.05,0.6663,0.1468
8.051,0.6664,0.1468
8.052,0.6665,0.1468
8.053,0.6666,0.1468
8.054,0.6666,0.1468
8.055,0.6667,0.1468
8.056,0.6668,0.1468
8.057,0.6669,0.1468
8.058,0.667,0.1469
8.059,0.6671,0.1469
8.06,0.6672,0.1469
8.061,0.6672,0.1469
8.062,0.6673,0.1469
8.063,0.6674,0.1469
8.064,0.6675,0.1469
8.065,0.6676,0.1469
8.066,0.6676,0.1469
8.067,0.6677,0.147
8.068,0.6678,0.147
8.069,0.6679,0.147
8.07,0.668,0.147
8.071,0.668,0.147
8.072,0.6681,0.147
8.073,0.6682,0.1471
8.074,0.6683,0.1471
8.075,0.6684,0.1471
8.076,0.6684,0.1471
8.077,0.6685,0.1471
8.078,0.6686,0.1471
8.079,0.6687,0.1471
8.08,0.6688,0.1472
8.081,0.6688,0.1472
8.082,0.6689,0.1472
8.083,0.669,0.1472
8.084,0.6691,0.1472
8.085,0.6692,0.1472
8.086,0.6692,0.1472
8.087,0.6693,0.1472
8.088,0.6694,0.1473
8.089,0.6695,0.1473
8.09,0.6696,0.1473
8.091,0.6696,0.1473
8.092,0.6697,0.1473
8.093,0.6698,0.1473
8.094,0.6699,0.1473
8.095,0.67,0.1473
8.096,0.67,0.1474
8.097,0.6701,0.1474
8.098,0.6702,0.1474
8.099,0.6703,0.1474
8.1,0.6704,0.1474
8.101,0.6704,0.1475
8.102,0.6705,0.1475
8.103,0.6706,0.1475
8.104,0.6707,0.1475
8.105,0.6708,0.1475
8.106,0.6708,0.1475
8.107,0.6709,0.1475
8.108,0.671,0.1476
8.109,0.6711,0.1476
8.11,0.6712,0.1476
8.111,0.6712,0.1476
8.112,0.6713,0.1476
8.113,0.6714,0.1476
8.114,0.6715,0.1476
8.115,0.6716,0.1477
8.116,0.6716,0.1477
8.117,0.6717,0.1477
8.118,0.6718,0.1477
8.119,0.6719,0.1477
8.12,0.6719,0.1477
8.121,0.672,0.1478
8.122,0.6721,0.1478
8.123,0.6722,0.1478
8.124,0.6722,0.1478
8.125,0.6723,0.1478
8.126,0.6724,0.1479
8.127,0.6725,0.1479
8.128,0.6725,0.1479
8.129,0.6726,0.1479
8.13,0.6727,0.1479
8.131,0.6728,0.148
8.132,0.6728,0.148
8.133,0.6729,0.148
8.134,0.673,0.148
8.135,0.6731,0.148
8.136,0.6731,0.148
8.137,0.6732,0.1481
8.138,0.6733,0.1481
8.139,0.6734,0.1481
8.14,0.6734,0.1481
8.141,0.6735,0.1481
8.142,0.6736,0.1481
8.143,0.6737,0.1482
8.144,0.6738,0.1482
8.145,0.6738,0.1482
8.146,0.6739,0.1482
8.147,0.674,0.1482
8.148,0.6741,0.1482
8.149,0.6742,0.1483
8.15,0.6743,0.1483
8.151,0.6743,0.1483
8.152,0.6744,0.1483
8.153,0.6745,0.1483
8.154,0.6746,0.1483
8.155,0.6747,0.1484
8.156,0.6748,0.1484
8.157,0.6749,0.1484
8.158,0.675,0.1484
8.159,0.675,0.1484
8.16,0.6751,0.1485
8.161,0.6752,0.1485
8.162,0.6753,0.1485
8.163,0.6754,0.1485
8.164,0.6755,0.1486
8.165,0.6756,0.1486
8.166,0.6757,0.1486
8.167,0.6758,0.1486
8.168,0.6759,0.1487
8.169,0.676,0.1487
8.17,0.6761,0.1487
8.171,0.6761,0.1487
8.172,0.6762,0.1488
8.173,0.6763,0.1488
8.174,0.6764,0.1488
8.175,0.6765,0.1489
8.176,0.6766,0.1489
8.177,0.6767,0.1489
8.178,0.6768,0.1489
8.179,0.6769,0.149
8.18,0.677,0.149
8.181,0.6771,0.149
8.182,0.6772,0.149
8.183,0.6772,0.149
8.184,0.6773,0.1491
8.185,0.6774,0.1491
8.186,0.6775,0.1491
8.187,0.6776,0.1491
8.188,0.6777,0.1492
8.189,0.6778,0.1492
8.19,0.6779,0.1492
8.191,0.6779,0.1492
8.192,0.678,0.1492
8.193,0.6781,0.1493
8.194,0.6782,0.1493
8.195,0.6783,0.1493
8.196,0.6784,0.1493
8.197,0.6785,0.1493
8.198,0.6785,0.1494
8.199,0.6786,0.1494
8.2,0.6787,0.1494
8.201,0.6788,0.1494
8.202,0.6789,0.1494
8.203,0.679,0.1494
8.204,0.6791,0.1495
8.205,0.6791,0.1495
8.206,0.6792,0.1495
8.207,0.6793,0.1495
8.208,0.6794,0.1495
8.209,0.6795,0.1495
8.21,0.6795,0.1495
8.211,0.6796,0.1495
8.212,0.6797,0.1496
8.213,0.6798,0.1496
8.214,0.6799,0.1496
8.215,0.68,0.1496
8.216,0.68,0.1496
8.217,0.6801,0.1496
8.218,0.6802,0.1496
8.219,0.6803,0.1496
8.22,0.6804,0.1496
8.221,0.6805,0.1497
8.222,0.6805,0.1497
8.223,0.6806,0.1497
8.224,0.6807,0.1497
8.225,0.6808,0.1497
8.226,0.6809,0.1497
8.227,0.681,0.1498
8.228,0.681,0.1498
8.229,0.6811,0.1498
8.23,0.6812,0.1498
8.231,0.6813,0.1498
8.232,0.6814,0.1498
8.233,0.6815,0.1499
8.234,0.6815,0.1499
8.235,0.6816,0.1499
8.236,0.6817,0.1499
8.237,0.6818,0.15
8.238,0.6819,0.15
8.239,0.682,0.15
8.24,0.682,0.15
8.241,0.6821,0.1501
8.242,0.6822,0.1501
8.243,0.6823,0.1501
8.244,0.6824,0.1501
8.245,0.6824,0.1502
8.246,0.6825,0.1502
8.247,0.6826,0.1502
8.248,0.6827,0.1502
8.249,0.6828,0.1502
8.25,0.6828,0.1502
8.251,0.6829,0.1503
8.252,0.683,0.1503
8.253,0.6831,0.1503
8.254,0.6831,0.1503
8.255,0.6832,0.1503
8.256,0.6833,0.1503
8.257,0.6834,0.1503
8.258,0.6835,0.1503
8.259,0.6835,0.1503
8.26,0.6836,0.1504
8.261,0.6837,0.1504
8.262,0.6838,0.1504
8.263,0.6838,0.1504
8.264,0.6839,0.1504
8.265,0.684,0.1504
8.266,0.6841,0.1504
8.267,0.6841,0.1504
8.268,0.6842,0.1505
8.269,0.6843,0.1505
8.27,0.6844,0.1505
8.271,0.6844,0.1505
8.272,0.6845,0.1505
8.273,0.6846,0.1505
8.274,0.6847,0.1505
8.275,0.6847,0.1506
8.276,0.6848,0.1506
8.277,0.6849,0.1506
8.278,0.685,0.1506
8.279,0.685,0.1506
8.28,0.6851,0.1506
8.281,0.6852,0.1506
8.282,0.6853,0.1506
8.283,0.6854,0.1507
8.284,0.6855,0.1507
8.285,0.6855,0.1507
8.286,0.6856,0.1507
8.287,0.6857,0.1507
8.288,0.6858,0.1507
8.289,0.6859,0.1507
8.29,0.686,0.1508
8.291,0.686,0.1508
8.292,0.6861,0.1508
8.293,0.6862,0.1508
8.294,0.6863,0.1508
8.295,0.6864,0.1508
8.296,0.6865,0.1509
8.297,0.6866,0.1509
8.298,0.6867,0.1509
8.299,0.6868,0.1509
8.3,0.6868,0.151
8.301,0.6869,0.151
8.302,0.687,0.151
8.303,0.6871,0.151
8.304,0.6872,0.151
8.305,0.6873,0.151
8.306,0.6874,0.1511
8.307,0.6875,0.1511
8.308,0.6876,0.1511
8.309,0.6877,0.1511
8.31,0.6878,0.1512
8.311,0.6879,0.1512
8.312,0.688,0.1512
8.313,0.688,0.1512
8.314,0.6881,0.1513
8.315,0.6882,0.1513
8.316,0.6883,0.1513
8.317,0.6884,0.1513
8.318,0.6885,0.1513
8.319,0.6886,0.1514
8.32,0.6887,0.1514
8.321,0.6888,0.1514
8.322,0.6889,0.1514
8.323,0.6889,0.1514
8.324,0.689,0.1515
8.325,0.6891,0.1515
8.326,0.6892,0.1515
8.327,0.6893,0.1515
8.328,0.6894,0.1515
8.329,0.6895,0.1516
8.33,0.6896,0.1516
8.331,0.6896,0.1516
8.332,0.6897,0.1516
8.333,0.6898,0.1516
8.334,0.6899,0.1517
8.335,0.69,0.1517
8.336,0.6901,0.1517
8.337,0.6901,0.1517
8.338,0.6902,0.1517
8.339,0.6903,0.1517
8.34,0.6904,0.1518
8.341,0.6905,0.1518
8.342,0.6906,0.1518
8.343,0.6906,0.1518
8.344,0.6907,0.1518
8.345,0.6908,0.1518
8.346,0.6909,0.1518
8.347,0.691,0.1518
8.348,0.6911,0.1518
8.349,0.6911,0.1518
8.35,0.6912,0.1519
8.351,0.6913,0.1519
8.352,0.6914,0.1519
8.353,0.6915,0.1519
8.354,0.6915,0.1519
8.355,0.6916,0.1519
8.356,0.6917,0.1519
8.357,0.6918,0.152
8.358,0.6919,0.152
8.359,0.692,0.152
8.36,0.692,0.152
8.361,0.6921,0.152
8.362,0.6922,0.152
8.363,0.6923,0.152
8.364,0.6924,0.1521
8.365,0.6925,0.1521
8.366,0.6925,0.1521
8.367,0.6926,0.1521
8.368,0.6927,0.1521
8.369,0.6928,0.1522
8.37,0.6929,0.1522
8.371,0.693,0.1522
8.372,0.6931,0.1522
8.373,0.6931,0.1522
8.374,0.6932,0.1522
8.375,0.6933,0.1523
8.376,0.6934,0.1523
8.377,0.6935,0.1523
8.378,0.6936,0.1523
8.379,0.6936,0.1523
8.38,0.6937,0.1523
8.381,0.6938,0.1524
8.382,0.6939,0.1524
8.383,0.694,0.1524
8.384,0.6941,0.1524
8.385,0.6941,0.1524
8.386,0.6942,0.1524
8.387,0.6943,0.1524
8.388,0.6944,0.1524
8.389,0.6945,0.1525
8.39,0.6945,0.1525
8.391,0.6946,0.1525
8.392,0.6947,0.1525
8.393,0.6948,0.1525
8.394,0.6948,0.1525
8.395,0.6949,0.1526
8.396,0.695,0.1526
8.397,0.6951,0.1526
8.398,0.6951,0.1526
8.399,0.6952,0.1526
8.4,0.6953,0.1526
8.401,0.6954,0.1527
8.402,0.6954,0.1527
8.403,0.6955,0.1527
8.404,0.6956,0.1527
8.405,0.6957,0.1527
8.406,0.6958,0.1527
8.407,0.6958,0.1528
8.408,0.6959,0.1528
8.409,0.696,0.1528
8.41,0.6961,0.1528
8.411,0.6961,0.1528
8.412,0.6962,0.1529
8.413,0.6963,0.1529
8.414,0.6964,0.1529
8.415,0.6964,0.1529
8.416,0.6965,0.1529
8.417,0.6966,0.153
8.418,0.6967,0.153
8.419,0.6968,0.153
8.42,0.6968,0.153
8.421,0.6969,0.153
8.422,0.697,0.1531
8.423,0.6971,0.1531
8.424,0.6972,0.1531
8.425,0.6973,0.1531
8.426,0.6973,0.1531
8.427,0.6974,0.1531
8.428,0.6975,0.1532
8.429,0.6976,0.1532
8.43,0.6977,0.1532
8.431,0.6978,0.1532
8.432,0.6979,0.1532
8.433,0.698,0.1532
8.434,0.698,0.1533
8.435,0.6981,0.1533
8.436,0.6982,0.1533
8.437,0.6983,0.1533
8.438,0.6984,0.1534
8.439,0.6985,0.1534
8.44,0.6986,0.1534
8.441,0.6987,0.1534
8.442,0.6988,0.1535
8.443,0.6989,0.1535
8.444,0.699,0.1535
8.445,0.6991,0.1535
8.446,0.6991,0.1535
8.447,0.6992,0.1536
8.448,0.6993,0.1536
8.449,0.6994,0.1536
8.45,0.6995,0.1536
8.451,0.6996,0.1537
8.452,0.6997,0.1537
8.453,0.6998,0.1537
8.454,0.6999,0.1537
8.455,0.7,0.1538
8.456,0.7001,0.1538
8.457,0.7002,0.1538
8.458,0.7003,0.1538
8.459,0.7004,0.1538
8.46,0.7005,0.1539
8.461,0.7005,0.1539
8.462,0.7006,0.1539
8.463,0.7007,0.1539
8.464,0.7008,0.1539
8.465,0.7009,0.1539
8.466,0.701,0.154
8.467,0.7011,0.154
8.468,0.7012,0.154
8.469,0.7013,0.154
8.47,0.7014,0.154
8.471,0.7014,0.154
8.472,0.7015,0.1541
8.473,0.7016,0.1541
8.474,0.7017,0.1541
8.475,0.7018,0.1541
8.476,0.7019,0.1541
8.477,0.702,0.1542
8.478,0.702,0.1542
8.479,0.7021,0.1542
8.48,0.7022,0.1542
8.481,0.7023,0.1542
8.482,0.7024,0.1543
8.483,0.7025,0.1543
8.484,0.7026,0.1543
8.485,0.7026,0.1543
8.486,0.7027,0.1544
8.487,0.7028,0.1544
8.488,0.7029,0.1544
8.489,0.703,0.1544
8.49,0.7031,0.1545
8.491,0.7031,0.1545
8.492,0.7032,0.1545
8.493,0.7033,0.1545
8.494,0.7034,0.1545
8.495,0.7035,0.1546
8.496,0.7035,0.1546
8.497,0.7036,0.1546
8.498,0.7037,0.1546
8.499,0.7038,0.1546
8.5,0.7039,0.1546
8.501,0.704,0.1546
8.502,0.704,0.1547
8.503,0.7041,0.1547
8.504,0.7042,0.1547
8.505,0.7043,0.1547
8.506,0.7044,0.1547
8.507,0.7044,0.1547
8.508,0.7045,0.1547
8.509,0.7046,0.1547
8.51,0.7047,0.1547
8.511,0.7048,0.1547
8.512,0.7049,0.1547
8.513,0.7049,0.1547
8.514,0.705,0.1547
8.515,0.7051,0.1547
8.516,0.7052,0.1547
8.517,0.7053,0.1548
8.518,0.7053,0.1548
8.519,0.7054,0.1548
8.52,0.7055,0.1548
8.521,0.7056,0.1548
8.522,0.7056,0.1548
8.523,0.7057,0.1548
8.524,0.7058,0.1548
8.525,0.7059,0.1548
8.526,0.706,0.1548
8.527,0.706,0.1548
8.528,0.7061,0.1549
8.529,0.7062,0.1549
8.53,0.7063,0.1549
8.531,0.7063,0.1549
8.532,0.7064,0.1549
8.533,0.7065,0.1549
8.534,0.7066,0.1549
8.535,0.7066,0.155
8.536,0.7067,0.155
8.537,0.7068,0.155
8.538,0.7069,0.155
8.539,0.7069,0.155
8.54,0.707,0.155
8.541,0.7071,0.1551
8.542,0.7072,0.1551
8.543,0.7072,0.1551
8.544,0.7073,0.1551
8.545,0.7074,0.1551
8.546,0.7075,0.1552
8.547,0.7075,0.1552
8.548,0.7076,0.1552
8.549,0.7077,0.1552
8.55,0.7078,0.1552
8.551,0.7078,0.1553
8.552,0.7079,0.1553
8.553,0.708,0.1553
8.554,0.7081,0.1553
8.555,0.7082,0.1554
8.556,0.7083,0.1554
8.557,0.7083,0.1554
8.558,0.7084,0.1554
8.559,0.7085,0.1554
8.56,0.7086,0.1554
8.561,0.7087,0.1555
8.562,0.7088,0.1555
8.563,0.7088,0.1555
8.564,0.7089,0.1555
8.565,0.709,0.1555
8.566,0.7091,0.1556
8.567,0.7092,0.1556
8.568,0.7093,0.1556
8.569,0.7094,0.1556
8.57,0.7095,0.1556
8.571,0.7095,0.1557
8.572,0.7096,0.1557
8.573,0.7097,0.1557
8.574,0.7098,0.1557
8.575,0.7099,0.1558
8.576,0.71,0.1558
8.577,0.7101,0.1558
8.578,0.7102,0.1558
8.579,0.7103,0.1559
8.58,0.7104,0.1559
8.581,0.7105,0.1559
8.582,0.7105,0.1559
8.583,0.7106,0.156
8.584,0.7107,0.156
8.585,0.7108,0.156
8.586,0.7109,0.156
8.587,0.711,0.156
8.588,0.7111,0.1561
8.589,0.7112,0.1561
8.59,0.7113,0.1561
8.591,0.7114,0.1561
8.592,0.7114,0.1561
8.593,0.7115,0.1561
8.594,0.7116,0.1562
8.595,0.7117,0.1562
8.596,0.7118,0.1562
8.597,0.7119,0.1562
8.598,0.712,0.1562
8.599,0.7121,0.1562
8.6,0.7121,0.1562
8.601,0.7122,0.1563
8.602,0.7123,0.1563
8.603,0.7124,0.1563
8.604,0.7125,0.1563
8.605,0.7126,0.1563
8.606,0.7126,0.1563
8.607,0.7127,0.1563
8.608,0.7128,0.1563
8.609,0.7129,0.1564
8.61,0.713,0.1564
8.611,0.713,0.1564
8.612,0.7131,0.1564
8.613,0.7132,0.1564
8.614,0.7133,0.1564
8.615,0.7134,0.1564
8.616,0.7134,0.1564
8.617,0.7135,0.1565
8.618,0.7136,0.1565
8.619,0.7137,0.1565
8.62,0.7138,0.1565
8.621,0.7138,0.1565
8.622,0.7139,0.1565
8.623,0.714,0.1565
8.624,0.7141,0.1566
8.625,0.7142,0.1566
8.626,0.7142,0.1566
8.627,0.7143,0.1566
8.628,0.7144,0.1566
8.629,0.7145,0.1566
8.63,0.7146,0.1567
8.631,0.7146,0.1567
8.632,0.7147,0.1567
8.633,0.7148,0.1567
8.634,0.7149,0.1567
8.635,0.715,0.1568
8.636,0.7151,0.1568
8.637,0.7151,0.1568
8.638,0.7152,0.1568
8.639,0.7153,0.1568
8.64,0.7154,0.1568
8.641,0.7155,0.1569
8.642,0.7156,0.1569
8.643,0.7156,0.1569
8.644,0.7157,0.1569
8.645,0.7158,0.1569
8.646,0.7159,0.157
8.647,0.716,0.157
8.648,0.7161,0.157
8.649,0.7161,0.157
8.65,0.7162,0.157
8.651,0.7163,0.157
8.652,0.7164,0.1571
8.653,0.7165,0.1571
8.654,0.7166,0.1571
8.655,0.7167,0.1571
8.656,0.7167,0.1571
8.657,0.7168,0.1571
8.658,0.7169,0.1571
8.659,0.717,0.1572
8.66,0.7171,0.1572
8.661,0.7171,0.1572
8.662,0.7172,0.1572
8.663,0.7173,0.1572
8.664,0.7174,0.1572
8.665,0.7175,0.1572
8.666,0.7175,0.1572
8.667,0.7176,0.1572
8.668,0.7177,0.1573
8.669,0.7178,0.1573
8.67,0.7178,0.1573
8.671,0.7179,0.1573
